,Questions,Correct,A,B,C,D
1674,"This Spanish architect, whose best works include Casa MilÃ  and Casa BatllÃ³ollowed in Barcelona, was a strict vegetarian from an early age because of his rheumatism.
",Antonio Gaudi,Antonio Gaudi,Josep LluÃ­s Sert,LluÃ­s DomÃ¨nech i Montaner,Antonio Palacios
1675,"This English romantic poet wrote several essays on vegetarianism, including A Vindication of Natural Diet and On the Vegetable System of Diet.
",Percy Bysshe Shelley,William Blake,William Ellery Channing,Percy Bysshe Shelley,Robert Browning
1676,"This Irish playwright became a vegetarian at the age of  twenty-five, after hearing a lecture by H. F. Lester.
",George Bernard Shaw,George Shiels,Oscar Wilde,George Bernard Shaw,Samuel Beckett
1677,"This Italian artist, who painted The Virgin of the Rocks, was one of the first supporters of vegetarianism when it reappeared as a philosophy during the Renaissance.
",Leonardo da Vinci,Titian,Caravaggio,Michelangelo,Leonardo da Vinci
1678,"As long as men massacre animals, they will kill each other. Indeed, he who sows the seeds of murder and pain cannot reap the joy of love. is a quote by this ancient Greek mystic and mathematician.
",Pythagoras,Heraclitus,Posidonius,Pythagoras,Parmenides
1679,"This Flying Finn was a vegetarian since he was 12 years old.
",Paavo Nurmi,Hannes Kolehmainen,Ville Ritola,Paavo Nurmi,Lasse VirÃ©n
1680,"This virtuoso violinist and conductor, born in New York to Belorussian Jewish parents, became vegetarian after his encounter with yoga, Indian culture and Indian sitar player Ravi Shankar.
",Yehudi Menuhin,Isaac Stern,Oscar Shumsky,David Oistrakh,Yehudi Menuhin
1681,"What political leader do these words of wisdom belong to: We make a living by what we get, but we make a life by what we give.?
",Winston Churchill,Tony Blair,Winston Churchill,John F. Kennedy,Ronald Reagan
1682,"What famous American is quoted here: Keep away from people who try to belittle your ambitions. Small people always do that, but the really great make you feel that you, too, can become great.?
",Mark Twain,Thomas Jefferson,Henry Ford,Mark Twain,Jimmy Carter
1683,"What popular fictional character said, Do, or do not. There is no try.?
",Yoda,Harry Potter,Count Dooku,Atticus Finch,Yoda
1684,"What famous playwright, born in Dublin, stated, If there is nothing wrong with the world, there wouldnt be anything for us to do.?
",George Bernard Shaw,William Wordsworth,George Bernard Shaw,Helen Keller,William Shakespeare
1685,"What psychologist and philosopher is quoted here: I dont sing because Im happy, Im happy because I sing.?
",William James,Carl Jung,Sigmund Freud,Dale Carnegie,William James
1686,"What famous lady made this statement: A woman is like a teabag, you cant tell how strong she is until you put her in hot water.?
",Nancy Reagan,Cindy Crawford,Jane Fonda,Eleanor Roosevelt,Nancy Reagan
1687,"What influential author and poet, known for his biting wit, stated The old believe everything, the middle-aged suspect everything, the young know everything.?
",Oscar Wilde,Oscar Wilde,Kahlil Gibran,John Keats,Robert Frost
1688,"Who wrote in one of his most popular works, There is nothing either good or bad, but thinking makes it so.?
",William Shakespeare,Ralph Waldo Emerson,George Elliot,William Shakespeare,Plato
1689,"What famous physicist said, Only two things are infinite, the universe and human stupidity, and Im not sure about the former.?
",Albert Einstein,Isaac Newton,Albert Einstein,Marie Curie,Blaise Pascal
1690,"This famous artist and co-founder of the Cubist movement said, Give me a museum and Ill fill it.â€
",Pablo Picasso,Paul CÃ©zanne,Henri Matisse,Pablo Picasso,Paul Gauguin
1691,"What was the first name of George Washingtons father?
",Augustine,John,George,Lawrence,Augustine
1692,"The famous story of the hatchet and the chopped cherry tree, when young George Washington claimed I cannot tell a lie, is mostly based on historical fact.
",False,True,False,,
1693,"What was George Washingtons natural non-powdered hair color in his early days?
",Red,Red,White/Grayish,Black,Blonde
1694,"George Washington went abroad once in his life. Where did he go?
",Barbados,The Hague,London,Paris,Barbados
1695,"George Washington was born outside of Boston in the Massachusetts Bay Colony in 1732.
",False,True,False,,
1696,"George Washingtons prescient heroic future started with two victories against the French in 1754 at Ft. Duquesne and then at the Monogohela under General Braddock.
",False,True,False,,
1697,"Ronald Reagan grew up in a middle-class family in Tampico, Illinois, his father being a successful 3 term state representative.
",False,False,True,,
1698,"Ronald Reagans family and closest friends knew him by this affectionate nickname.
",Dutch,Dutch,Fish,Gipper,Slick
1699,"Ronald Reagan had many early careers. One of his first was as a Sportscaster for WHO Radio in Des Moines, Iowa. What future president did he watch play in an Iowa - Michigan football game that he called?
",Gerald Ford,Gerald Ford,Dwight Eisenhower,John F. Kennedy,Richard Nixon
1700,"Ronald Reagans political career was launched in 1964 when he gave a live TV speech entitled A Time For Choosing in support of which Presidential Candidate?
",Barry Goldwater,Dwight Eisenhower,Richard Nixon,Hubert Humphrey,Barry Goldwater
1701,"Where was Ronald Reagan standing when he spoke these words in 1976: And then again there is that challenge of which he spoke that we live in a world in which the great powers have poised and aimed at each other horrible missiles of destruction, nuclear weapons that can in a matter of minutes arrive at each others country and destroy, virtually, the civilized world we live in.?
",On the Platform of the main stage at the Republican Convention.,On the Platform of the main stage at the Republican Convention.,On the stairs of Independence Hall in Philadelphia.,At the base of the Statue of Liberty.,At Omaha Beach in Normandy
1702,"In 1943 Malcolm X joined the Army.
",False,False,True,,
1703,"In 1953 Malcolm X went to what city to study to become a minister?
",Chicago,Chicago,NY City,Cleveland,Boston
1704,"A mosque is a Christian term synonymous with the word church.
",False,True,False,,
1705,"In what year did Malcolm Xs wife give birth to their last two children?
",1965,1964,1960,1963,1965
1706,"Malcolm X went to prison for committing which of the following crimes?
","breaking  entering, larceny, carrying firearms","arson, larceny, rape","breaking  entering, larceny, carrying firearms","kidnapping, breaking  entering, shoplifting","assault, murder, larceny"
1707,"Malcolm X left the Nation of Islam (NOI) because he found out Elijah Muhammad was laundering money.
",False,False,True,,
1708,"Which of the following sayings is attributed to Malcolm X?
",By any means necessary,"There shall be no solution to this race problem until you, yourselves, strike the blow for liberty.",You can kill a man but you cant kill an idea.,By any means necessary,I Have a Dream
1709,"He was a Jewish teacher, dressed like a vagabond, who taught a small number of distinguished students in post-World War II Europe.
",Monsieur Chouchani,Emmanuel Levinas,Alan Greenspan,Monsieur Chouchani,Julio Iglesias
1710,"Babushka Lady is the nickname of a mysterious woman who might have photographed the events surrounding the assassination of John F. Kennedy.
",True,False,True,,
1711,"What statement is true about the mysterious person nicknamed Poe Toaster?
",He would leave three roses and a partially-filled bottle of French cognac on Edgar Allen Poes grave.,He would leave three roses and a partially-filled bottle of French cognac on Edgar Allen Poes grave.,He claimed he was Edgar Allen Poes son.,He claimed he was Edgar Allen Poes ghost.,All of these
1712,"What was the name of the German youth who, in the 1820s, claimed to have grown up in the total isolation of a darkened cell?
",Kaspar Hauser,It was never revealed,Henry Stanhope,Kaspar Hauser,Hans von Wessenig
1713,"Fulcanelli is a pseudonym assumed by an American alchemist and author.
",False,False,True,,
1714,"D. B. Cooper is the name used to refer to a notorious bank robber.
",False,False,True,,
1715,"Which of the following was popular as â€œThe Wondermanâ€?
",Comte St Germain,All of these,Comte St Germain,Gil PÃ©rez,The Man in the Iron Mask
1716,"The Man in the Iron Mask, who died in 1703, was a prisoner during the reign of King Louis XIV of France.
",True,False,True,,
1717,"Spanish soldier Gil Perez claimed that he suddenly appeared in Mexico City on October 26, 1593 while he was on sentry duty in Manila.
",True,True,False,,
1718,"What statement is true about the Green Children of Woolpit?
",All of these,They were brother and sister.,All of these,They spoke in an unrecognized language.,"They reportedly appeared in the village of Woolpit in Suffolk, UK, in the 12th century."
1719,"Who made the following remark about books: Some books are to be tasted, others to be swallowed and few to be chewed and digested.?
",Francis Bacon,Francis Bacon,Mark Twain,Ralph Waldo Emerson,Eleanor Roosevelt
1720,"Who does this quote belong to: Part of the secret of success in life is to eat what you like and let the food fight it out inside.?
",Mark Twain,Mark Twain,Winston Churchill,Ernest Hemingway,Abraham Lincoln
1721,"Who made this statement: He who has a thousand friends has not a friend to spare. And he who has one enemy will meet him everywhere.?
","Ali, The Fourth Caliph of Islam",Francis Bacon,Mao Zedong,William Shakespeare,"Ali, The Fourth Caliph of Islam"
1722,"Who do these words belong to: Anyone who stops learning is old, whether at twenty or eighty. Anyone who keeps learning stays young. The greatest thing in life is to keep your mind young.?
",Henry Ford,Bill Gates,Albert Einstein,Henry Ford,Abraham Lincoln
1723,"What is the origin of the proverb, He who asks is a fool for five minutes, but he who does not ask remains a fool forever.?
",It is a Chinese proverb.,It is a Hebrew proverb.,It is a Chinese proverb.,It is a Polish proverb.,It is a Danish proverb.
1724,"What famous American does this quote belong to: Dream as if youll live forever. Live as if youll die today.?
",James Dean,Harrison Ford,James Dean,Brad Pitt,Ronald Reagan
1725,"Complete this saying by a Persian Sufi leader: It is with a word as with a/an __________: once let it loose, and it does not return.
",arrow,arrow,secret,aeroplane,bird
1726,"Who do these words belong to: Fishes live in the sea, as men do a-land; the great ones eat up the little ones.?
",William Shakespeare,Winston Churchill,William Shakespeare,Blake Williams,Ralph Waldo Emerson
1727,"Which of these paintings was not created by Leonardo Da Vinci?
",The Creation of Adam,St. Jerome in the Wilderness,The Creation of Adam,Virgin of the Rocks,The Virgin and Child with St. Anne
1728,"What Leonardo da Vincis work represents a man in two overlaying positions inside a circle and a square?
",All of these,Proportions of Man,Canon of Proportions,All of these,Vitruvian Man
1729,"Which of these were conceived by Leonardo da Vinci?
",All of these,Helicopter,Calculator,All of these,Double hull
1730,"Few people know that the multitalented Leonardo da Vinci was interested in music. What kind of shape did the lyre created by him have?
",Horses head,Horses head,Womans body,Heart,Dove
1731,"Which of these statements about Leonardo da Vinci is true?
",He was left-handed,He was left-handed,He got married two times,All of these,He was semi-blind at the end of his life
1732,"Why did Leonardo da Vinci become a vegetarian?
",He loved animals too much to eat them,He loved animals too much to eat them,He lost a bet with the King and he had to stop eating meat,Both his parents were vegetarians and he was raised as a vegetarian,He was a sick man and he knew meat was not good for his body
1733,"What animal is depicted in Leonardo da Vincis portrait of Cecilia Gallerani from around 1489â€“1490?
",Ermine,Dog,Mink,Ermine,Dove
1734,"The true identity of the woman depicted in Leonardo da Vincis Mona Lisa was finally confirmed in 2005 by a library expert at the University of Heidelberg. Who is the woman?
",Lisa del Giocondo,Lisa del Giocondo,Leonardos mother Caterina,Isabella dEste,Cecilia Galleran
1735,"Which of these paintings by Leonardo da Vinci is considered his last, finished in 1513 -1516?
",St. John the Baptist,Portrait of a Musician,St. John the Baptist,Bacchus,The Virgin and Child with St. Anne
1736,"In a church in what Italian city is Leonardo da Vincis famous mural painting The Last Supper located?
",Milan,Genoa,Milan,Rome,None of these
1737,"In what country was bread invented in the antiquity?
",Egypt,Egypt,Iran,Mesopotamia,China
1738,"In what century AD was the prototype of modern sunglasses created?
",12th century,15th century,5th century,2nd century,12th century
1739,"In what country was the vacuum cleaner created in the 19th century?
",United States,Japan,China,United States,Germany
1740,"The first vending machine was created in the 100s of the 1st century AD. What did it sell?
",Holy water,Oil,Holy water,Flour,Beer
1741,"In what century AD was the underarm antiperspirant deodorant invented?
",9th century,4th century,18th century,13th century,9th century
1742,"The graphite pencil in its early form was created in this country.
",England,England,India,Brazil,Egypt
1743,"The prototype of the modern toothbrush was invented in this country.
",China,China,Finland,Egypt,Russia
1744,"He lived 1735-1826 and was the first US President to father a President. His last words were Thomas Jefferson still lives.
",John Adams,James Monroe,John Adams,James  Madison,John Hancock
1745,"Whose last words were The paper burns, but the words fly free.?
",Rabbi Akiba ben Joseph,Ann Bolyen,Rabbi Akiba ben Joseph,Jane  Seymour,Joan of  Arc
1746,"Whose last words were not Do not  go gentle.. but Ive had 18 straight whiskies. I think thats the record.?
",Dylan Thomas,Lionel Atwill,Sean OCasey,Dylan Thomas,James Thurber
