,Questions,Correct,A,B,C,D
1858,"This player scored six goals at the 1997 match between Vasco/RJ and Uniao Joao de Araras, thus breaking the record for the most goals in a single game in the Brazilian Championship.
",Edmundo,Dude,Pele,Edmundo,Ronaldo
1859,"This Brazilian football player is one of the most famous Vasco da Gama players and one of the best goal scorers in the history of Brazilian football, with a total of 744 goals in his professional career.
",Roberto Dinamite,Pele,Ronaldo,Roberto Dinamite,Edmundo
1860,"In the 2004 Brazilian championship season, this player broke the record for most goals in a single season.
",Washington,Edmundo,Pele,Roberto Dinamite,Washington
1861,"In which of these Brazilian championships soccer legend PelÃ© never played in a team which finished first?
",Campeonato Brasileiro,Sao Paulo championship,Internacional Costa Rica championship,World Cup,Campeonato Brasileiro
1862,"Which pitcher had the most  victories with the 1980 Philadelphia Phillies?
",Steve Lefty Carlton,Marty Bystrom,Bob Walk,Steve Lefty Carlton,Ron Reed
1863,"Which Phillies player led the team in stolen bases in 1980?
",Lonnie Smith,Pete Rose,Lonnie Smith,Larry Bowa,Garry Maddox
1864,"Who was the manager of the 1980 Philadelphia Phillies?
",Dallas Green,Danny Ozark,Joe Altobelli,Dallas Green,Jim Fregosi
1865,"This player is considered one of the greatest Philadelphia Phillies players of all time. He played third base for the world champion Phillies in 1980.
",Mike Schmidt,Mike Schmidt,Garry Maddox,Pete Rose,Richie Hebner
1866,"In 1979, she became the first person to swim from the Bahamas to Florida.
",Diane Nyad,Michelle Yu,Diane Nyad,Tracy Caulkins,Gertrude Ederle
1867,"Miklos Szabados, Cai Zhenhua, and Michael Maze are prominent players in this sport.
",Table tennis,Slalom skiing,Speed skating,Table tennis,Gymnastics
1868,"Who was the first player to score over 1000 goals in soccer?
",Pele,Pele,David Beckham,Johann De Gruyff,Rinaldo
1869,"Who was  he first man to win the tennis Grand Slam?
",Don Budge,Spencer W. Gore,Rene Lacoste,Rod Laver,Don Budge
1870,"The first National Hockey League team in the USA was from this city.
",Boston,Boston,Buffalo,Detroit,Fargo
1871,"Where was the first organized soccer team formed?
","Sheffield, England","Sheffield, England","Madrid, Spain","Milan, Italy","Munich, Germany"
1872,"When was the Federation Internationale de Football Association formed?
",1904,1934,1914,1924,1904
1873,"In the 1960s the Brunswick Sporting Goods Company made a Snurfer, water ski with a rope in the front. This toy led to the development of which of the following?
",Snowboarding,Snowboarding,Halfpipe skiing,Skateboarding,Inline Skating
1874,"In 1963 a sports contest was held in Hermosa, California. Why was it significant?
",It was the first skateboarding championship.,It was the first baseball game between the Peoples Republic of China and the USA.,It was the last time Miami of Ohio played Miami of Florida on TV.,It was the first time the NFL played the AFL on television.,It was the first skateboarding championship.
1875,"In 1874 Major Clopton Wingfield revolutionized this sport.
",Tennis,Rugby,Cricket,Tennis,Soccer
1876,"This sport, which evolved from the medieval sports of  caid and cnapean, is played with either 13 or 15 players. (There are two modern variants.)
",Rugby,Soccer,Croquet,Curling,Rugby
1877,"Who was the first NHL player to score 50 goals in a season?
",Richard,Esposito,Richard,Gretsky,Howe
1878,"Who was the first NHL player to score 100 points in a season?
",Esposito,Esposito,Gretsky,Richard,Howe
1879,"Patty Berg was quite a fine golfer. She won the first US Womans Open in 1946. What significant accomplishment did she make in 1959?
",She scored a hole-in-one.,She wore a very revealing outfit.,She scored a hole-in-one.,She won the event and the tennis Grand Slam.,She won the event left-handed.
1880,"Find the incorrect statement about Tiger Woods.
",He won four straight US Amateur titles.,He won four straight US Amateur titles.,He has two half-brothers and one half-sister.,He was the first 15 year-old to win the US Junior Amateur Championship.,He was the youngest golfer to win all four majors in one year.
1881,"Name the first golfer to earn more than $100,000 in one year.
",Arnold Palmer,Jack Nickolas,Sam Snead,Arnold Palmer,Tiger Woods
1882,"In what state was the first American golf course opened?
",Vermont,Tennessee,New York,Vermont,Georgia
1883,"In 1963 the National Football League suspended these two players for gambling.
",Paul Hornung and Alex Karras,Paul Hornung and Pete Rose,Art Schlichter and Mike Lucci,Paul Hornung and Mike Lucci,Paul Hornung and Alex Karras
1884,"In 1886, Ab Smith added this term to sports vocabulary.
",birdie,hole-in-one,birdie,grand slam,ace
1885,"Fred Gehrke was a running back for the then Los Angeles Rams. Which of the following did he do in 1948?
",Painted horns on his helmet,"Scored a touchdown running, receiving and throwing.",Ran 100 yards the wrong way,Played all eleven positions in one game,Painted horns on his helmet
1886,"What team won the first college bowl game?
",Michigan,Penn State,Bucknell,Tulane,Michigan
1887,"This former NFL player is given credit for the first spike in the NFL.
",Homer Jones,Homer Jones,Abner Haynes,Paul Hornung,Max McGee
1888,"What team won the World Series in 1980?
",Phillies,Phillies,Royals,Dodgers,Yankees
1889,"What pitcher pitched a no hitter on July 4th 1983?
",Dave Righetti,Bill Sudakis,John Tudor,Bob Stanley,Dave Righetti
1890,"Who was the manager of the 1986 New York Mets?
",Davey Johnson,Hal Lanier,Davey Johnson,Gene Mauch,John McNamera
1891,"Who was the last shortstop to start for the Baltimore Orioles before Cal Ripken stepped in and played 2,632 consecutive games?
",Floyd Rayford,Jose Uribe,Floyd Rayford,Razor Shines,Boots Day
1892,"This player collected his 3000th hit in 1985. Who was this California Angels player ?
",Rod Carew,Rod Carew,Reggie Jackson,Bert Campaneris,Don Baylor
1893,"What two teams played in the 1989 World Series?
",As vs. Giants,As vs. Dodgers,Twins vs. Cardinals,As vs. Giants,As vs. Reds
1894,"Who won the 1984 World Series MVP award ?
",Alan Trammell,Howard Johnson,Alan Trammell,Willie Hernandez,Kirk Gibson
1895,"This teenager was the Mets starting shortstop in 1983.
",Jose Oquendo,Kelvin Chapman,Wally Backman,Jose Oquendo,Ron Gardenhire
1896,"I was the third baseman for the Yankees when Dave Righetti threw his no hitter in 1983. Who am I?
",Bert Campaneris,Fred Stanley,Bert Campaneris,Graig Nettles,Mike Pagliarulo
1897,"Although Kung Fu is often used in English as a collective term for Chinese martial arts, what is the more precise term for them?
",Wushu,San Soo,Kendo,Hung Fut,Wushu
1898,"What does the term Kung Fu refer to, apart from Chinese martial arts?
",Individual accomplishment or skill,Sense of superiority,Individual accomplishment or skill,Physical strength,Knowledge
1899,"Who is believed to have introduced martial arts in China?
",The Yellow Emperor,The First Emperor Qin Shi Huangdi,Sima Qian,Li Bai,The Yellow Emperor
1900,"What style of Kung Fu is not a Southern one?
",Eagle Claw,Wing Chun,Five Ancestors,Eagle Claw,Dragon
1901,"What is the meaning of the concept of Chi, that plays a crucial role in the basic training of a student in Kung Fu?
",Breath,Stance,Heart,Body,Breath
1902,"In Chinese martial arts, the series of movements that are combined so they can be practiced as one set of movements are grouped in how many general types?
",Two,Three,Two,Four,Six
1903,"What is a dao?
",Sword,Sword,Stance,Martial art,Form
1904,"What Chinese literary genre is based on Chinese martial arts?
",Wuxia,Baihua,Shi,BushidÅ,Wuxia
1905,"What is the name of the main character in the American series Kung Fu (1972-1975)?
",Kwai Chang Caine,David Carradine,Master Po,Master Kan,Kwai Chang Caine
1906,"What Southern martial art did the Chinese American martial artist and actor Bruce Lee practise?
",Wing Chun,Leopard Kung Fu,Black Tiger Kung Fu,Duan Quan,Wing Chun
1907,"Which of the following refers to the mechanics that work on the go kart?
",Pit Crew,Pit Crew,Timers,Secret Agents,Handy Men
1908,"Go karts have two wheels.
",False,True,False,,
1909,"A go kart will go faster but handle worse, if you do which of the following?
",Go up on the air pressure in the tires,Crash,Go down on the air pressure in the tires,Go up on the air pressure in the tires,Cut a whole in the front of the go kart
1910,"Is it true that while racing a go kart, you should wear a hat, shorts and a T-shirt?
",No,No,Yes,,
1911,"Karts can be driven on asphalt and dirt.
",True,False,True,,
1912,"What does WKA stand for?
",World Karting Association,World Karting Association,Witfield Karting Association,World Kangaroo Association,Willowbrook Kart Alignment
1913,"Is it true that a normal kart race has three stages - tuning, driving and race?
",No,Yes,No,,
1914,"In a state or tri-state karting race all helmets must be Snell M2000 approved.
",True,True,False,,
1915,"On what part of a kart  can you place a shield to improve aerodynamics?
",steering column,wheels,steering column,bar,motor
1916,"Mark Messier holds the record for most played games in an NHL career.
",False,False,True,,
1917,"In the 1975-76 season, Darryl Sittler set the NHL record for most points scored in one game when he recorded this many points against the Boston Bruins.
",10,10,9,8,11
1918,"Wayne Gretzky broke the record for most points in a season in 1985-86 by getting how many points?
",215,216,217,215,214
1919,"Wayne Gretzky played 21 seasons as a professional in the NHL.
",False,True,False,,
1920,"How many wins did Patrick Roy have at the end of his 19-season career?
",551,548,550,549,551
1921,"In the 1978-1979 season, hockey player Randy Holt got a record 67 penalty minutes in one game.
",True,False,True,,
1922,"How many points did the rookie Teemu Selanne get in the 1992-1993 season?
",132,120,136,132,128
1923,"The US hockey team won their first Olympic gold medal at the 1980 Winter Olympics.
",False,True,False,,
1924,"How many shutouts did Terry Sawchuk get in his career?
",103,103,102,104,105
1925,"What country hosted the 2000 Summer Olympics, also known as the Games of the New Millennium, and officially called the Games of the XXVII Olympiad?
",Australia,Australia,China,Greece,United States
1926,"The 1896 Summer Olympics, or the Games of the I Olympiad, were hosted by this European country.
",Greece,Germany,Greece,Sweden,France
1927,"What country hosted the 1992 Summer Olympic Games, officially called the Games of the XXV Olympiad?
",Spain,Spain,Brazil,South Korea,United Kingdom
1928,"This country was the host of the 1932 Summer Olympics, or the Games of the X Olympiad.
",The United States,Australia,Belgium,Japan,The United States
1929,"What country hosted the 1948 Summer Olympics, officially known as the Games of the XIV Olympiad?
",United Kingdom,Brazil,China,United Kingdom,United States
1930,"The 1988 Summer Olympics, officially called Games of the XXIV Olympiad, were hosted by this Asian country.
",South Korea,Japan,India,South Korea,China
1931,"What country was the host of the 1968 Summer Olympics, or Games of the XIX Olympiad?
",Mexico,Brazil,Norway,France,Mexico
1932,"This country hosted the 1924 Summer Olympics, officially known as the Games of the VIII Olympiad.
",France,Canada,Greece,France,Japan
1933,"Where did the 1928 Summer Olympics, or the Games of the IX Olympiad, take place?
",The Netherlands,Argentina,The Netherlands,South Korea,Spain
1934,"The 1980 Summer Olympics, officially known as the Games of the XXII Olympiad, were held in this country.
",The Soviet Union,The Soviet Union,Australia,Finland,Italy
1935,"In which of these years did The Miami Hurricanes not win a national title in football?
",2000,1991,1987,1983,2000
1936,"Both Willis Maghee and Ken Dorsey were up for the Heisman Trophy in the same year.
",True,False,True,,
1937,"Walter Paytons son rebuked Miami and played for their rivals, the Gators.
",False,False,True,,
1938,"What school did Miami lose to in the 1992 Sugar Bowl, halting their efforts of winning back-to-back national titles?
",University of Alabama,University of Alabama,Ohio State,Oklahoma,Nebraska
1939,"Which of these defensive players did not play linebacker for The  Miami Hurricanes?
",Al Blades,Michael Barrow,Al Blades,Jonathan Vilma,Dan Morgan
1940,"Who was the fourth former Miami Hurricanes player to be inducted into the Pro Football Hall of Fame?
",Michael Irvin,Jim Kelly,Ted Hendricks,Jim Otto,Michael Irvin
1941,"Which of these coaches was the first one to win two national titles as head coach of The Miami Hurricanes?
",Dennis Erickson,Jimmy Johnson,Dennis Erickson,Larry Coker,Howard Schellenberger
1942,"Who won the MVP of the 1969 World Series?
",Don Clendenon,Jerry Koosman,Don Clendenon,Cleon Jones,Al Weis
1943,"How many wins did Tom Seaver accumulate in 1969?
",25,27,19,25,22
