,Questions,Correct,A,B,C,D
1680,"Joseph Strauss was chief engineer of this famous bridge, completed in 1937.
",Golden Gate Bridge,The Bridge of Sighs,Golden Gate Bridge,Brooklyn Bridge,None of these
1681,"This wall, sometimes called the Wailing Wall, is one of the most sacred sites in Judaism.
",The Western Wall,The Western Wall,The Northern Wall,The Great Wall,The Southern Wall
1682,"The construction of the Colosseum of Rome was started under Emperor Nero.
",False,True,False,,
1683,"The wedding ceremony of Charles, Prince of Wales and Lady Diana Spencer took place at this famous landmark, which is also the seat of the Bishop of London.
",St Pauls Cathedral,Westminster Abbey,Windsor Castle,St. Georges Cathedral,St Pauls Cathedral
1684,"Who did Barbie fall in love with in Toy Story 3?
",Ken,Ken,Woody,None of these,Buzz
1685,"Porky is the name of the Piggy Bank in Toy Story.
",False,True,False,,
1686,"What does Sid (the kid next door) do to Buzz in the movie Toy Story?
",ties him to a rocket,throws him into a pool,None of these,ties him to a rocket,launches him off the house
1687,"How many fingers do the three little aliens have on one hand in the movie Toy Story?
",3,3,None of these,2,4
1688,"In the Toy Story movies, Buzz doesnt like Jessie.
",False,False,True,,
1689,"At the beginning of Toy Story 3, Andy is 17 and packing for college. What does he intend to do with his toys?
",none of these,none of these,give them to the kid next door,donate them to the Sunnyside Daycare,take them all with him
1690,"At the beginning of Toy Story, Buzz believes that he is a real space ranger.
",True,True,False,,
1691,"The Celtic spiral knot stands for growth, eternal life and movement.
",True,False,True,,
1692,"Which of these is an eight-spoked cross symbolizing the eight day interval between Christâ€™s entry into Jerusalem and his resurrection?
",The Baptismal Cross,The Latin Cross,None of these,The Jerusalem Cross,The Baptismal Cross
1693,"Which Chinese character is used in Chinese New Year decorations and is often placed upside-down on the front door of a house?
","Fu - Blessing, Good Fortune, Good Luck","Cai - wealth, money","Fu - Blessing, Good Fortune, Good Luck",Lu â€“ Prosperity,Shou â€“ Longevity
1694,"The cobra is an emblem associated with the king, and kingdom of Lower Egypt.
",True,True,False,,
1695,"What is the most widely recognized international symbol of pharmacy?
",The bowl of Hygeia,The Mano Fico,Fasces,Labrys,The bowl of Hygeia
1696,"What symbol, also known as the key of the Nile, appears frequently in Egyptian tomb paintings?
",The Ankh,The Circle,All of these,The Ankh,The Arrow
1697,"What did the two goldfish originally represent in Hinduism?
",the two main sacred rivers of India - the Ganges and Yamuna,the two main sacred rivers of India - the Ganges and Yamuna,protection from suffering and harmful forces,None of these,"health, wealth, prosperity"
1698,"Which of the following is not a Hindu symbol?
",The Claddagh,The Sri Yantra,The Shiva Lingam,The Swastika,The Claddagh
1699,"Which of these is a symbol of Ireland and a trademark registered by the Government of Ireland?
",All of these,All of these,The Celtic Cross,The Leprechaun,The shamrock
1700,"What popular symbol represents opposites that could only exist in relation to each other?
",Yin and yang,the cross,the swastika,the pentagram,Yin and yang
1701,"I still live ...Poetry were the final words of this great orator from New England.
",Daniel Webster,John Clay,Henry Clay,John C. Calhoun,Daniel Webster
1702,"Dont let it end like this. Tell them I said something. were the last words of this man. I guess if you are a revolutionary and have the US Army after you, you may not have a great quote at your death.
",Pancho Villa,Jefferson Davis,Pancho Villa,McLean Stevenson,Robert Louis Stevenson
1703,"What is the question? were the last words of this poetess.
",Gertrude Stein,Gertrude Stein,Theodora Hughes,Janis Joplin,Anna Pavloa
1704,"Although he was not in his Blue Period, this painters last words were: Drink to me!
",Pablo Picasso,Mark Twain,Pablo Picasso,Jean Marat-Corday,Fra Lippo Liippi
1705,"His name has become a movie title. His last words were Shoot straight, you bastards! Dont make a mess of it.
",Henry H. Morant,Henry H. Morant,Alan Hale,Ulysses Grant,Robert E. Lee
1706,"Im going away tonight. were the last words of this great American soul singer. I guess he couldnt say I feel good at the  time, but I knew that he  would.
",James Brown,Joe  Tex,Jerry Biggs,Jackie Lee Johnson,James Brown
1707,"He was the only US President to serve two non-consecutive terms. His last words were I have tried so hard  to do the right.
",Grover Cleveland,Theodore Roosevelt,Ronald Reagan,Grover Cleveland,Franklin Delano Roosevelt
1708,"He was one of the most important scientists of all time and Beagle was important to his career even if he never had a dog. His last words were I am not the least afraid to die.
",Charles Darwin,Charles Darwin,Sigmund Freud,Albert Einstein,Louis Pasteur
1709,"Her last words were: My G-D. Whats happened?. The entire world mourned her tragic death. The people that watched her funeral were probably more than those who watched her beautiful wedding.
",Diana Spencer,Joan of Arc,Diana Spencer,Jane Austen,Charlotte Bronte
1710,"Although he was a trained doctor, he gained his fame as a revolutionary. He was famous for riding motorcycles. His final words were I know you have  come to kill me. Shoot coward. You are only going to kill a man.
",Ernesto Guevara,Ernesto Guevara,Juan  German Hernandez,Fidel Castro,Papa Doc Duvalier
1711,"He was a painter, a war correspondent, a cigar smoker, and the leader of his country during some very tough times. His last words were: Im bored with it all.
",Winston Churchill,Nikita Kruschev,Winston Churchill,Josef Stalin,Benjamin Disraeli
1712,"His last words were not I cut down the cherry tree but It is well. I die hard, but I am not afraid to go.
",George Washington,George Washington,Nathan Hale,Lord  Cornwallis,Julius Caesar
1713,"In the classic romantic drama Casablanca, German Major Strasser leads a group of officers in singing Die Wacht am Rhein and in response, Victor Laszlo orders the house band to play the French national anthem. Which French city gives its name to the French National anthem?
",Marseille,Lyon,Paris,Marseille,Montpellier
1714,"This actress, who passed away in February, 2011, co-starred with Marlon Brando in the romantic drama film Last Tango in Paris.
",Maria Schneider,Maria Schneider,Brigitte Bardot,Catherine Deneuve,Sophia Loren
1715,"What European director created the 1984 movie Paris, Texas which was named after a US city of the same name?
",Wim Wenders,Wim Wenders,Emir Kusturica,Michelangelo Antonioni,Pedro AlmodÃ³var
1716,"What is the occupation of Javier Bardems character in Woody Allens 2008 movie Vicky Cristina Barcelona?
",painter,guitar player,psychiatrist,painter,photographer
1717,"What comedy-drama movie, starring Mia Farrow and Jeff Daniels, tells the story of a fictional character who leaves a movie and enters the real world?
",The Purple Rose of Cairo,The Purple Rose of Cairo,Leaving Las Vegas,From Paris with Love,Memphis Belle
1718,"What historical fiction movie is based on Operation Wrath of God, which was directed by the Israeli government and the Mossad?
",Munich,Judgment at Nuremberg,Munich,L. A. Confidential,Fear and Loathing in Las Vegas
1719,"What black comedy-crime film stars Frances McDormand as a pregnant police chief who investigates a series of homicides?
",Fargo,San Francisco,The Toast of New Orleans,Fargo,Philadelphia
1720,"This romantic musical film, which featured the songs Have Yourself a Merry Little Christmas and The Boy Next Door, is set at the time of the Louisiana Purchase Exposition.
",Meet Me in St. Louis,Chicago,Meet Me in St. Louis,The Toast of New Orleans,Kansas City Bomber
1721,"What movie is NOT correctly matched with the actors who star in it?
","Philadelphia - John Cusack, Morgan Freeman","Gangs of New York - Leonardo DiCaprio, Cameron Diaz","Philadelphia - John Cusack, Morgan Freeman","From Paris with Love - John Travolta, Melissa Mars","Fear and Loathing in Las Vegas - Johnny Depp, Benicio del Toro"
1722,"The clue words are Trip, Family, Christmas and European. Can you guess the password?
",Vacation,Job,Leave,Vacation,Car
1723,"The clue words are Large, Stone, Architecture and Sculpture. Guess the password.
",Monolith,Moratorium,Monomer,Monolith,Mastoid
1724,"The clue words are Diaphragm, Mind and Nerve. Guess the password.
",Phrenic,Pestle,Peritoneum,Petrel,Phrenic
1725,"The clue words are Mammal, Gnu, Middle and Dutch. Guess the password.
",Wildebeest,Wildebeest,Thrush,Rhea,Shrike
1726,"The clue words are Vapor, Disappear, Fade and Vanish. Guess the password.
",Evanesce,Estranging,Evanesce,Escaping,Euphoria
1727,"The clue words are Muscles, Sinew, Power, Strength and Physical. Guess the password.
",Thew,Polaris,Thew,Ashlar,Khedive
1728,"The clue words are Drapery, Hung, Door and Way. Guess the password.
",Portiere,Portico,Portmanteau,Portiere,Poplin
1729,"The clue words are Plant, Thick, Bulbous, Livestock and Feed. Guess the password.
",Rutabaga,Usufruct,Wastrel,Tommyrot,Rutabaga
1730,"The clue words are Burrowing, Animal, Stocky, Hairy and Claws.
",aardvark,weasel,aardwolf,mole,aardvark
1731,"The clue words are Small, Fly, Wheel, Regulates, Speed and Spinning. Guess the password.
",whorl,whelk,whydah,whorl,whilom
1732,"What Greek goddess transformed Callisto, one of her nymphs, into a bear?
",None of these,Hera,Artemis,None of these,Aphrodite
1733,"Herman Melvilles novel Moby-Dick contains a description of the symbolism of what animal?
",Whale,Shark,Dolphin,Whale,Penguin
1734,"Amun, the god of Thebes, Egypt, was represented as goat-headed.
",False,True,False,,
1735,"Which deity has been depicted as having goat characteristics, such as hooves, horns, and a beard?
",God Pan,Goddess Ganesha,God Dagon,God Pan,God Poseidon
1736,"In Hinduism, it is believed that the dog is a messenger of Yama, the god of death.
",True,True,False,,
1737,"Sailors prayed to this Greek god for a safe voyage, sometimes drowning horses as a sacrifice.
",Poseidon,Poseidon,Zeus,Neptune,Apollo
1738,"In this country it is believed that a white elephant may contain the soul of a dead person, perhaps a Buddha.
",Thailand,Japan,Turkey,Thailand,Turkmenistan
1739,"According to Roman tradition the future founders of Rome were saved by a wolf.
",True,True,False,,
1740,"A pair of lions are featured on the Chinese flag.
",False,True,False,,
1741,"The Egyptian god Horus was associated with which of the following animals?
",Hawk,Lion,Horse,Hawk,Monkey
1742,"Who directed the 2000 movie Gladiator, which won five Academy Awards including Best Picture?
",Ridley Scott,Ridley Scott,Steven Spielberg,Sam Mendes,Anthony Minghella
1743,"The Oscar-winning movie A Beautiful Mind is based on the life of John Nash who won the Nobel Prize in this category.
",Economics,All of these,Physics,Medicine,Economics
1744,"What 2002 musical film, directed by Rob Marshall, centers on two criminals-of-passion?
",Chicago,Chicago,Soul Men,Moulin Rouge,The Phantom of the Opera
1745,"What sci-fi epic, directed by Peter Jackson, became the third movie to win all eleven Academy Awards for which it was nominated?
",The Lord of the Rings: The Return of the King,Avatar,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Fellowship of the Ring,The Aviator
