,Questions,Correct,A,B,C,D
1172,"What tattoo does Whoopi Goldberg have on her shoulder?
",Woodstock,Snoopy,Bugs Bunny,Woodstock,Daffy Duck
1173,"This female poet lived between 630 and 612 BC on the island of Lesbos in Greece. She was considered a lyricist because the poems she wrote were to be performed with the accompaniment of a lyre.
",Sappho,Sarojini Naidu,Pindar,Maya Angelou,Sappho
1174,"This Arab poetess was born in 1001 in the family of the Caliph of Cordova. After the death of her father, she inherited a tremendous wealth, which helped her to open a salon for writers.
",Walladah Al-Mustakfi,Sarojini Naidu,Hanan Ashrawi,Gabriela Mistral,Walladah Al-Mustakfi
1175,"This lady is a famous English novelist. Her first novel Northanger Abbey was published posthumously.  In addition, 100 years after her death, 3 volumes of her juvenilia were also published.
",Jane Austen,Elizabeth Browning,Harriet Beecher Stowe,Emily Bronte,Jane Austen
1176,"When her family discovered her poetic talent, they urged this English author and her two sisters to publish a collective volume of their works. The sisters used male pen names, as there were prejudices against female authors at the time. Later, she published her only novel Wuthering Heights, which became a literary classic.
",Emily Bronte,Charlotte Bronte,Carol Anshaw,Jane Austen,Emily Bronte
1177,"This female author became famous for her poems devoted to her husband Robert, who was also a famed poet. She met him at the age of 39.
",Elizabeth Browning,Angela Jackson,Elizabeth Browning,Margaret Walker,Carol Anshaw
1178,"This author was devoted to the antislavery campaign. She wanted to do something to help this cause and one day, while in church, she decided to write a novel about slavery. Today this is her most famous work.
",Harriet Beecher Stowe,Kate Chopin,Harriet Beecher Stowe,Katherine Porter,Alice Walker
1179,"This author was a convinced vegetarian. That is why her most famous character - Frankenstein is also a vegetarian.
",Mary Shelley,Mary Shelley,Kate Chopin,Mary Wollstonecraft,Katherine Porter
1180,"She is one of Russias greatest poetesses of the 20th century. Her real name was Anna Gorenko but she adopted a pen name because of her father. He was afraid that a poetess would bring shame to the family.
",Anna Akhmatova,Tatyana Shcherbina,Marina Tsvetaeva,Anna Akhmatova,Mary Ann Evans
1181,"This is one of Latin Americas foremost writers. She is considered to be one of the initiators of Latin American feminist literary awakening. She has a special tradition of her own - to start every new book on January 8th .
",Isabel Allende,Juana de Ibarbourou,Isabel Allende,Delia Galvan,Barbara Mujica
1182,"Which famous NBA player, founder of the Stand Tall Foundation, was selected by the Milwaukee Bucks in the 1993 NBA Draft.
",Vin Baker,Gary Payton,Magic Johnson,Vin Baker,Dikembe Mutombo
1183,"Which NBA star was charged with sexual assault on a 19-year old hotel employee in the summer of 2003?
",Kobe Bryant,Gary Payton,Kobe Bryant,Jason Caffey,Sam Cassell
1184,"This basketball player and his teammates Glenn Robinson and Ray Allen formed the Milwaukee Bucks Big Three in the period between 1999 and 2003 .
",Sam Cassell,Kevin Garnett,Sam Cassell,Tim Duncan,Tracy McGrady
1185,"Which NBA star was elected president of the Executive Committee of National Basketball Player Association in 2004?
",Antonio Davis,Derek Fisher,Antonio Davis,Pat Garrity,P.J. Brown
1186,"In 1995, this professional basketball player, nicknamed The Big Ticket and The Kid was drafted out of high school to Minnesota Timberwolves.
",Kevin Garnett,Jason Kidd,Kenny Anderson,Kevin Garnett,Tim Hardaway
1187,"Which NBA star, famous for taking part in a Sprite commercial, was granted the 2004-2005 NBA Sportsmanship Award for his sportsmanship, ethical behavior, fair play and integrity?
",Grant Hill,Ray Allen,David Robinson,Joe Dumars,Grant Hill
1188,"Who was the first Cleveland Cavalier player to get the prize NBA Rookie of the year in 2004, when he was only 19?
",Lebron James,Alan Henderson,Luke Jackson,Eric Snow,Lebron James
1189,"When this NBA player was a rookie at the Denver Nuggets, he asked Michael Jordan to make a free throw with his eyes closed. Jordan did it, nailed the shot and told him Welcome to NBA.
",Dikembe Mutombo,Tim Hardaway,Dikembe Mutombo,Nick Van Exel,Avery Johnson
1190,"In 2004, the New Jersey Nets traded this NBA player to Toronto Raptors, but he refused to play for Toronto, because the teams season record was poor.
",Alonzo Mourning,Vince Carter,Eric Williams,Alonzo Mourning,Jason Kidd
1191,"Before leaving the NBA in 2005, this player, mainly associated with the Charlotte Hornets, was the smallest player in the history of the league with his 1.60 m height and 62 kg weight.
",Muggsy Bogues,Travis Best,T.J. Ford,Damon Stoudamire,Muggsy Bogues
1192,"This Central-African country is named after a lake, located within its territories.
",Chad,Cambodia,Chad,Central African Republic,Comoros
1193,"Because of its close economic relations with France this country has turned into one of the most prosperous tropical African states.  Its name relates to the tusks of elephants.
",Cote dIvoire,Cote dIvoire,Cocos,Chad,Cameroon
1194,"This country is a Caribbean communist state that is famous for both its ruler and its cigars.
",Cuba,Cook Islands,Costa Rica,Cuba,Cyprus
1195,"This is an island nation that has been divided into two parts under Greek and Turkish authority.
",Cyprus,Cuba,Cambodia,Cyprus,Chad
1196,"This archipelago country is located in the North Atlantic Ocean. It was not until the 15th century that the islands were colonized by the Portuguese.
",Cape Verde,Chile,Chad,Cape Verde,Cuba
1197,"How many major islands does the African island nation of Comoros consist of?
",4,7,4,0,12
1198,"The former French and British parts of this country merged in 1961. It has two official languages (French and English), Yaoundé as a capital and borders Nigeria, Chad, Central African Republic, Republic of Congo, Gabon, Equatorial Guinea and the Gulf of Guinea.
",Cameroon,Chile,Cameroon,Cambodia,Cuba
1199,"The name Congo, serves two countries which can be distinguished by using their full names or by mentioning their capitals.
",True,False,True,,
1200,"I will not rest until I have you holding a Coke, wearing your own shoe, playing a Sega game featuring you, while singing your own song in a new commercial, starring you, broadcast during the Superbowl, in a game that you are winning, and I will not sleep until that happens. Ill give you fifteen minutes to call me back. (1996)
",Jerry Maguire,Eternal Sunshine of the Spotless Mind,Saving Private Ryan,American Beauty,Jerry Maguire
1201,"Im always on the lookout for the next ex-Mrs. Malcolm. (1993)
",Jurassic Park,Lawrence of Arabia,Jurassic Park,Finding Nemo,The Incredibles
1202,"Fredo, youre my older brother and I love you, but dont ever take sides with anyone against the family again. Ever. (1972)
",The Godfather,The Godfather,Once Upon a Time in America,Goodfellas,Pulp Fiction
1203,"Let me tell you something my friend. Hope is a dangerous thing. Hope can drive a man insane. (1994)
",Shawshank Redemption,Apocalypse Now,Schindlers List,City of God,Shawshank Redemption
1204,"A census taker once tried to test me. I ate his liver with some fava beans and a nice chianti. (1991)
",The Silence of the Lambs,The Silence of the Lambs,Faust,Touch of Evil,Psycho
1205,"Stop going for the easy buck and start producing something with your life. Create, instead of living off the buying and selling of others. (1987)
",Wall Street,Football  Finance,The Pawnshop,Wall Street,Money
1206,"Raise your hands - and all of your flippers. (1997)
",Men in Black,Men in Black,Alien,Star Wars,The Incredibles
1207,"The men may be the head of the house but the women are the neck and they can turn the head anyway they want. (2002)
",My Big Fat Greek Wedding,Mr. Smith Goes to Washington,The Princess Bride,My Big Fat Greek Wedding,Filantropica
1208,"Look, you dont know me from Adam. But I was a better man with you as a woman than I ever was with a woman as a man. Know what I mean? (1982)
",Tootsie,Tootsie,The African Queen,Kin-Dza-Dza,Some Like It Hot
1209,"Let me see if Ive got this straight: in order to be grounded, Ive got to be crazy and I must be crazy to keep flying. But if I ask to be grounded, that means Im not crazy any more and I have to keep flying. (1970)
",Catch 22,Catch 22,Paths of Glory,The Great Escape,Apocalypse Now
1210,"This Mel Gibson historical epic, that won several Academy Awards including Best Picture, ends with the following line: They fought like warrior poets, they fought like Scotsmen, and won their freedom. (1995)
",Braveheart,Forrest Gump,Lethal Weapon,The Passion of the Christ,Braveheart
1211,"What is Casablancas (1942) classic ending line?
","Louis, I think this is the beginning of a beautiful friendship.","Louis, I think this is the beginning of a beautiful friendship.","Heres looking at you, kid.",Well always have Paris.,Round up the usual suspects!
1212,"Gone With The Wind (1939) ends with this line.
","After all, tomorrow is another day!","After all, tomorrow is another day!","As God as my witness, Ill never be hungry again!","You should be kissed and often, and by someone who knows how.","Frankly, my dear, I dont give a damn!"
1213,"What 1998 Drew Barrymore film ends with this line: And while Cinderella and her prince did live happily ever after, the point, gentlemen, is that they lived.?
",Ever After,A Cinderella Story,Happily Ever After,Cinderella,Ever After
1214,"What contemporary classic horror film ends with these lines: Several more local teens are dead, bringing to an end the harrowing mystery of the mass killings that has terrified this peaceful community, like the plot of some scary movie. It all began with a scream over 911, and ended in a bloodbath that has rocked the town of Woodsboro.?
",Scream,Freddy VS Jason,I Know What You Did Last Summer,Scream,Urban Legend
1215,"What movie starring Johnny Depp, Kiera Knightley and Orlando Bloom ends with the line, Drink up, me earties, yo-ho!?
",Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: At Worlds End,Pirates of the Caribbean: Dead Mans Chest,Pirates of the Caribbean: The Curse of the Black Pearl,None of these
1216,"This Oscar-winning Bill Murray film ends with a line whispered so softly, that very few can hear it.
",Lost in Translation,Stripes,Lost in Translation,Groundhog Day,Ghostbusters
1217,"What film directed by Ang Lee ends with Heath Ledger whispering, Jack, I swear.
",Brokeback Mountain,Sense  Sensibility,The Four Feathers,"Crouching Tiger, Hidden Dragon",Brokeback Mountain
1218,"What does the word elysian mean?
","Happy, blissful, relating to paradise","Disgusting, horrible, abominable","Happy, blissful, relating to paradise",Voluptuous,"Friendly, amiable"
1219,"If your behaviour is agrestic, it is this.
",Rustic and uncouth,Wise and sage,Rustic and uncouth,Sweet and kind,In harmony with the given situation
1220,"What does the word casuistry mean?
",Moral philosophy based on the application of general ethical principles,The hypothesis that the Earth moves around the Moon,Psychological analysis of a persons intentions and motivation,Moral principles concerning sexual relations with women,Moral philosophy based on the application of general ethical principles
1221,"If you are a deipnosophist then you are good at this.
",Across-the-table chit chat,Across-the-table chit chat,Pottery,Drawing sketches,Telling jokes
1222,"A Syzygy is the straight line configuration of 3 ...?
",Celestial bodies,Volcanoes,Celestial bodies,Capital cities,Black holes
1223,"Pleonasm is a literary term. Which of these could be considered an example of pleonasm?
",A tiny little child,A cheerful child,An ugly man,A 500-kilogram person,A tiny little child
1224,"The word condign means undeserved and unmerited.
",False,False,True,,
1225,"If leaves are glabrous, then they have none of these qualities, except one. Can you spot it?
",Softness,Projections,Pubescence,Hairs,Softness
1226,"Which of the following characters can be described as oleaginous?
",Uriah Heep (David Copperfield by Dickens),Uriah Heep (David Copperfield by Dickens),Robinson Crusoe (Robinson Crusoe by Defoe),Horatio (Hamlet by Shakespeare),Dorian Gray (The Picture of Dorian Gray by Wilde)
1227,"The word inanition means this.
",Mental hollowness,Relating to charity,Excessive talking,Power and might,Mental hollowness
1228,"Actor Brad Pitt portrays the character of J.D. in what 1991 road movie?
",Thelma and Louise,Meet Joe Black,Legends of the Fall,Thelma and Louise,Kalifornia
