,Questions,Correct,A,B,C,D
858,"Among the servants of the Red King in the Dark Tower, there are bird-like creatures that can assume a human form. What are they called?
",Taheen,Grandfathers,Prims,Taheen,Slow muties
859,"In 2007 Marvel started a series of comic books based on The Dark Tower. What is the name of the first volume?
",The Gunslinger Born,Roland The Gunslinger,The Gunslinger Born,Roland of Gilead,The Last Gunslinger
860,"In the beginning of the novel Twilight, Isabella moved from Phoenix, Arizona to what city?
","Forks, Washington","Forks, Washington","Baton Rouge, Louisiana","Miami, Florida","Albany, New York"
861,"In the Twilight saga, both Edward and James are trackers.
",False,True,False,,
862,"Is Twilight character Edward able to read minds?
",Yes,No,Yes,,
863,"In the book Breaking Dawn, how many children does Bella have?
",1,4,1,3,0
864,"In which book of the Twilight series did Edward propose to Bella?
",Eclipse,Breaking Dawn,Eclipse,Twilight,New Moon
865,"In the Twilight series, the Cullens love to play football during a thunderstorm.
",False,True,False,,
866,"The Catcher in the Rye follows Holden Caulfields experiences in this city in the days following his expulsion from a fictional school in Pennsylvania.
",New York City,Philadelphia,New York City,Boston,Los Angeles
867,"What word does Holden Caulfield use to refer to everyone and everything he rejects?
",phony,crass,crap,phony,junk
868,"The protagonist of what movie is programmed to buy the novel The Catcher in the Rye whenever he sees it?
",Conspiracy Theory,Gattaca,Conspiracy Theory,The Fifth Element,The Matrix
869,"Holden Caulfields dream to be a catcher in the rye and to guard children playing in a rye field on the edge of a cliff is based on his mishearing of the poem Comin Through the Rye. What poet, known in Scotland as The Bard, wrote that poem?
",Robert Burns,Robert Burns,William Blake,Thomas Campbell,Lord Byron
870,"In the novel The Catcher in the Rye, Holden drops by to see his former English teacher, Mr. Antolini, who offers him advice and a place to sleep. Holden is upset when he wakes up in the middle of the night to find Mr. Antolini doing which of the following?
",patting Holdens head,holding Holdens hand,drinking heavily,ransacking Holdens luggage,patting Holdens head
871,"At one point in the novel The Catcher in the Rye, Holden and his sister Phoebe seem to exchange roles as the catcher and the fallen. What is the Catchers symbol that Holden gives Phoebe?
",his hunting hat,his hunting hat,a gold ring,his diary,his fishing rod
872,"Mark David Chapman was found with a copy of The Catcher in the Rye on the night he shot this person.
",John Lennon,Rebecca Schaeffer,John Lennon,Ronald Reagan,Yoko Ono
873,"What was written on Allies left-handed baseball glove, one of the most significant symbols in the novel The Catcher in the Rye?
",poems,the name of his first girlfriend,poems,the titles of his favourite books,the names of his siblings
874,"J. D. Salingers novel The Catcher in the Rye opens in the week before this major holiday.
",Christmas,Thanksgiving Day,Memorial Day,Christmas,Easter
875,"In this Academy Award-winning movie, Woody Allens character says that he only has books with the word death or dying in them. Diane Keatons character holds a copy of The Catcher in the Rye and asks, What about this one?.
",Annie Hall,Manhattan,Annie Hall,Husbands and Wives,Hannah and Her Sisters
876,"Who was Nero Wolfes right-hand man?
",Archie Goodwin,Archie Goodwin,Theodore Horstmann,Fritz Brenner,Nathaniel Parker
877,"Where was fictional detective Nero Wolfe born?
",Montenegro,London,Switzerland,New York City,Montenegro
878,"What color shirt did Nero Wolfe invariably wear?
",Yellow,Pink,Yellow,White,Blue
879,"Fictional detective Nero Wolfe lived in a brownstone on West 34th Street in New York City.
",False,True,False,,
880,"What was the name of Nero Wolfes fictional chef who lived in the basement of Wolfes brownstone and also served as majordomo and butler?
",Fritz Brenner,Nathaniel Parker,Archie Goodwin,Theodore Horstmann,Fritz Brenner
881,"Who was the newspaperman who helped fictional detective Nero Wolfe on occasion, and was one of the regular poker players.
",Lon Cohen,Nathaniel Parker,Saul Panzer,Lon Cohen,Johnny Keems
882,"Which of the following was not one of the regular gang of fictional detectives Nero Wolfe regularly used?
",Purley Stebbins,Saul Panzer,Fred Durkin,Orrie Cather,Purley Stebbins
883,"What was Nero Wolfes hobby, which he engaged in for four hours each day?
",Raising orchids,Writing detective stories,Collecting stamps,Building intricate models,Raising orchids
884,"Who was the love interest of Nero Wolfes right-hand man?
",Lily Rowan,Carla Lovchen,Sally Colt,Lily Rowan,Del Bonner
885,"What was the name of Nero Wolfes nemesis?
",Arnold Zeck,Anson Street,Arnold Zeck,Albert Hall,Arthur Dent
886,"What beverage did detective Nero Wolfe consume copious amounts of?
",Beer,Coffee,Beer,Tea,Fine wine
887,"Who was the cigar-chomping fictional police inspector who had a love-hate relationship with Nero Wolfe?
",Cramer,Cramer,Noonan,Rowcliff,Stebbins
888,"Which short story is listed with the WRONG author?
",The Devils Advocate-John Grisham,The Devil and Daniel Webster-Stephen Vincent  Benet,The Spinoza of Market Street-Isaac Bashevis Singer,Babylon Reconstructed-F. Scott Fitzgerald,The Devils Advocate-John Grisham
889,"What is the essential element of a short story?
",A short period of time is covered.,The description of scenery  is used to paint a complete picture.,They open with a historic scene.,The complete description of  the main characters psyche is used to set  the scene.,A short period of time is covered.
890,"Which term refers to a prose fiction work that is longer than a short story but shorter than a novel?
",A novella,An allegory,A novella,An intermediary tale,A tale
891,"Which short story is  listed with the WRONG author?
",Death in the Afternoon-John Steinbeck,The Death of Ivan Ilych-Leo Tolstoy,The Life in the Iron Mills-Rebecca H. Davis,The Diamond Lens-Fitz James OBrien,Death in the Afternoon-John Steinbeck
892,"Which story is listed with the CORRECT author?
",The Man Without a Country-E. E. Hale,The Man Without a Country-E. E. Hale,Marjorie Drew-F. M. Crawford,The Upper Berth-Mary E. Wilkins,The Humble Romance-T. B. Aldrich
893,"Which short story ids listed with the WRONG author?
",A Man Called Horse-Louis LAmour,Love in Old Clothes-H. C. Bunner,The Little Countess-Enrico Castlenuovo,A Man Called Horse-Louis LAmour,The Attack on the Mill-Emile Zola
894,"Which story is listed with the WRONG author?
",The Gift of Cochise-Leo G. Carroll,The Gift of Cochise-Leo G. Carroll,The Yellow Wallpaper-Charles Perkins Gilman,Eagles Over Croaked Creek-Max Brand,Dubliners-James Joyce
895,"What is The Western Star from Agatha Christies short story The Adventure of The Western Star?
",A jewel,A jewel,A ship,A stage play,A hotel
896,"Who is the murderer in Agatha Christies The Tragedy at Marsdon Manor?
",The widow of the dead man,The lover of the dead mans wife,The widow of the dead man,It is a suicide,The brother of the dead man
897,"How does Mr Bleibner die in Agatha Christies short story The Adventure of the Egyptian Tomb?
",Blood poisoning,Killed by a demon,Blood poisoning,Heart failure,Head trauma
898,"What does Miss Violet Marsh have to do in order to inherit her Uncle Andrews possessions in Agatha Christies story The Case of the Missing Will?
",Prove her wits,Cut her long beautiful hair,Live as a beggar for one month,Prove her wits,Remain unmarried for the rest of her life
899,"Who killed the French Deputy Paul Deroulard in Agatha Christies short story The Chocolate Box?
",His mother,His cousin,His wife,His doctor,His mother
900,"What type of poison does Mrs. Merrowdene use in Agatha Christies short story Accident?
",Arsenic,Mouse poison,Arsenic,Lead,Atropine
901,"What does the blue geranium mean according to the fortuneteller in Agatha Christies exciting short story The Blue Geranium?
",Death,Death,Adultery,Danger,Warning
902,"What word was written with a capital letter in the middle of a sentence in the letter from some Georgine in Agatha Christies story The Four Suspects?
",Honesty,Love,Again,Honesty,Death
903,"What is the plant employed for the murder in Agatha Christies The Herb of Death?
",Foxglove,Thornapple,Hemlock,Foxglove,Belladonna
904,"What work by Alexandre Dumas, Sr. inspired Hercules Poirot how to solve the case in  The Augean Stables?
",The Queens Necklace,The Gold Thieves,The Queens Necklace,The Black Tulip,The Regents Daughter
905,"Who wrote the novel The Grapes of Wrath?
",John Steinbeck,John Ford,John Steinbeck,William Faulkner,Ernest Hemingway
906,"When was the novel The Grapes of Wrath first published?
",1939,1961,1928,1950,1939
907,"What statement about the novel The Grapes of Wrath is true?
",The author of the novel won the Pulitzer Prize for Literature and the Nobel Prize for Literature.,The author of the novel won neither the Nobel Prize for Literature nor the Pulitzer Prize for Literature.,The author of the novel won the Nobel Prize for Literature but not the Pulitzer Prize for Literature.,The author of the novel won the Pulitzer Prize for Literature and the Nobel Prize for Literature.,The author of the novel won the Pulitzer Prize for Literature but not the Nobel Prize for Literature.
908,"How did the author of The Grapes of Wrath come up with the title of the novel?
",The authors wife suggested he use a line from a song.,The author picked it out of The Bible.,The authors wife suggested he use a line from a song.,Marie Hemingway had published a poem containing the line  .. and the grapes of wrath poured forth from Pandoras box....,"When the author was growing up in Mississippi, it  was a common expression for mans  troubles."
909,"When was the original movie The Grapes of Wrath released?
",1940,1960,1950,1940,1970
910,"What is the name of the main family in the novel The Grapes of Wrath and in the movie adaptation?
",Joad,Galati,Darwell,Joad,Adams
911,"Where do the main characters travel in the novel The Grapes of Wrath?
",From Oklahoma to California,From Oklahoma to California,From rural Mississippi to Texas,"From Chicago, Illinois to San Joaquin, California",From New York to Texas
912,"In the The Grapes of Wrath, we meet the first character, Tom, as he walks and hitchhikes home. Why is he away from home?
",He served time in prison for homicide.,He served time in prison for burglary.,He served time in prison for homicide.,"He had no money for the subway, so he had to walk home.",He lost his job in the Chicago slaughterhouses and had to walk the two miles to the Adams home.
913,"The director of the original film version of The Grapes of Wrath won an Oscar.
",True,False,True,,
914,"Which best describes the plot of the novel The Grapes of Wrath?
",A poor family lose their home and farm and  travel West looking for work.,A middle-class family lose their home and must move to the Southwest to get work and stability.,A poor familys city home is foreclosed and they must travel to the mid-west to get work.,A poor family lose their home and farm and  travel West looking for work.,A poor family move from their Texas ranch to get work in the agricultural areas of California.
915,"Which of these words best describes the attitudes of the novel The Grapes of Wrath?
",Pro-labor,Pro-labor,Pro-big business,Anti-union,Anti-American
916,"In the original movie The Grapes of Wrath, the part of Jim Casey, the ex-minister is played by an actor  with this last name.
",Carradine,Carradine,Fonda,Alda,Douglas
917,"One of the characters in the novel and movie The Grapes of Wrath had this unusual name.
",Rose of Sharon,Rose of Sharon,Chicago Louie,Tainia,Brooklyn
