,Questions,Correct,A,B,C,D
1072,"What statement is true about the Soviet response to the US blockade of Cuba during the Cuban Missile Crisis?
",The Soviet Union turned back from the blockade their cargo ships that were carrying military materials.,The Soviet Union attempted to run the blockade but stopped when three Soviet ships were sunk.,The Soviet Union accepted the blockade as legal and made no attempt to have it removed.,The Soviet Union turned back from the blockade their cargo ships that were carrying military materials.,The Soviet Union tried to sink US warships using torpedoes from submarines but failed to sink any US ships.
1073,"There was only one death as a result of military action during the Cuban Crisis. When did it occur?
",when an American U-2 spy plane was shot down over Cuba,when a US ship was damaged by a torpedo fired by a Soviet submarine,when an American U-2 spy plane was shot down over Cuba,when a Cuban soldier was killed during a fight between US warplanes and Cuban antiaircraft guns,when the US fired on a Soviet ship at the blockade line
1074,"How did the US show that it was not fabricating a story about Soviet nuclear missiles in Cuba during the Cuban Missile Crisis?
",by showing pictures in the United Nations Security Council of the missiles taken by US aircraft,by releasing information about the missiles gathered by Cuban opponents of Castro,by showing pictures in the United Nations Security Council of the missiles taken by US aircraft,None of these,by getting testimony of the presence of Soviet nuclear missiles from United Nation observers from neutral nations
1075,"The Cuban Missile Crisis was finally resolved when the following agreement was reached.
",All of these,The US promised (secretly) to remove its nuclear missiles that were near the Soviet Union in Turkey.,The US would promise never to invade Cuba.,All of these,The Soviets would remove their nuclear missiles from Cuba.
1076,"What decade was nicknamed the Jazz Age in the United States, Canada and the United Kingdom?
",1920s,1960s,1820s,1920s,1940s
1077,"During this decade Soviet leader Joseph Stalin died, the European Common Market was established and the Korean War broke out and ended.
",1950s,1990s,1950s,1980s,1960s
1078,"What decade saw the launch of the Internet for mass usage, the fall of the the Soviet Union and the implementation of the Euro currency?
",1990s,2000s,1980s,1990s,1970s
1079,"During this decade the RMS Titanic sank on its debut voyage, World War I broke out, and Albert Einstein published his theory of general relativity.
",1910s,1910s,1900s,1920s,1940s
1080,"During this decade World War II ended, India gained independence from Great Britain, and Israel was established.
",1940s,1940s,1920s,1950s,1960s
1081,"During this decade, MTV was launched, the Chernobyl accident happened, and NBA star Michael Jordan rose to fame.
",1980s,1990s,1980s,1970s,1960s
1082,"What decade saw the Great Depression, Adolf Hitlers election as Chancellor of Germany, and the outbreak of World War II?
",1930s,1950s,1920s,1940s,1930s
1083,"During this decade there was an oil crisis, the Apollo 13 space mission was carried out, and the first modern computers were invented.
",1970s,1960s,1980s,1970s,1990s
1084,"In this decade the Panama Canal was built, mass production of the automobile began, and the home phonograph became popular.
",1900s,1900s,1930s,1940s,1920s
1085,"Martin Luther King, Jr., John F. Kennedy and Robert F. Kennedy were assassinated during this decade.
",1960s,1940s,1950s,1970s,1960s
1086,"More than seventy million people were killed in this war, which made it the deadliest conflict of all time.
",World War II,Vietnam War,Napoleonic Wars,World War I,World War II
1087,"This war, which took place in Europe in the first half of the 17th century, is one of the deadliest conflicts in history.
",Thirty Years War,Franco-Prussian War,Mexicanâ€“American War,Napoleonic Wars,Thirty Years War
1088,"The participants in this war never came to the point of a direct military clash, but fought indirectly through espionage, propaganda and competition in various fields.
",Cold War,Chinese Civil War,Korean War,Cold War,Second Sino-Japanese War
1089,"These wars were fought in France between French Catholics and Protestants in the second half of the 16th century.
",Huguenot Wars,Franco-Prussian Wars,Napoleonic Wars,Huguenot Wars,Thirty Years Wars
1090,"This war started on June 25, 1950 as a civil war and grew into a proxy war between the participants in the Cold War.
",Korean War,Secret War,Korean War,First Indochina War,Vietnam War
1091,"The Triple Entente and the Triple Alliance were the belligerent parties in this war which broke out in 1914.
",All of these,World War I,The War to End All Wars,The Great War,All of these
1092,"These wars were fought between 1803 and 1815, and included the famous battles of Austerlitz and Waterloo.
",Napoleonic Wars,French Revolutionary Wars,Napoleonic Wars,Huguenot Wars,Franco-Prussian War
1093,"Which of the Punic wars was fought between 264 and 241 BC in Sicily and Africa?
",First Punic War,Fourth Punic War,Second Punic War,Third Punic War,First Punic War
1094,"These wars for the English throne were fought between 1455 and 1485.
",Wars of the Roses,English Civil War,War of the two brothers,All of these,Wars of the Roses
1095,"This war took place between September 26, 1959 and April 30, 1975 as part of the Cold War conflict.
",Vietnam War,Vietnam War,Korean War,Secret War,American phase
1096,"During WWII rubber was in short supply since the Japanese took over some of the best rubber producing areas. What measures were taken in the US to curtail the use of rubber by civilians?
",All of these,Speed limits on highways were lowered to reduce wear on tires.,Gasoline was rationed to reduce travel and therefore reduce wear on tires.,All of these,Tires were rationed.
1097,"Before the attack on Pearl Harbor, WWII had been fought for well over two years in Europe and even longer between Japan and China. Though officially neutral, what did the US do to help friendly nations?
",Protected British convoys in the Atlantic,Sent US Marines to help the Chinese nationalists,Sent part of the US Army Air Force fleet of B17 bombers to help the British,Provided the Soviet Union with raw materials,Protected British convoys in the Atlantic
1098,"What did American children often do during WWII to contribute to the war effort?
","Gathered scrap metal, rubber, etc. that could be recycled.",They took part in basic military training,"Gathered scrap metal, rubber, etc. that could be recycled.",They worked part time in munitions factories.,Provided aircraft observers to help their adult counterparts spot enemy airplanes.
1099,"Which of the following US cities was hit by shell fire or bombing during WWII?
",Honolulu,Honolulu,All of These,Charleston SC,San Francisco
1100,"President Roosevelt met with other Allied leaders several times at several places during WWII. Which is the only leader he met in the White House in Washington?
",Winston Churchill,Chiang Kai-shek,Winston Churchill,Charles de Gaulle,Joseph Stalin
1101,"What statement is true about the US Presidential election scheduled in the midst of the war for November 1944?
",It was carried out without any significant changes.,It was canceled and Roosevelt allowed to continue as President.,It had five voting days instead of one to give people a better chance to vote.,It was delayed until the Japanese surrender.,It was carried out without any significant changes.
1102,"During WWII, famous athletes, movie stars, and other celebrities often made appearances to encourage Americans to do which of the following?
",Buy war bonds,Write letters to servicemen,Buy war bonds,Enlist in the armed forces,Follow the rationing rules
1103,"During WWII, this major weapons development project had facilities in New Mexico, Washington state, and Oak Ridge, Tennessee.
",Atomic bomb,Phosphine gas,Atomic bomb,Jet planes,B-29 bomber
1104,"During WWII, besides money, what else did you need in order to buy a scarce product such as gasoline in the US?
",A ration coupon for the product,A certificate from the national rationing bureau,A ration coupon for the product,A sworn statement that the product was essential to you,A US citizens ID card
1105,"During WWII, the booming defense industries and the shortage of labor opened substantial new job opportunities in the US for this group of people.
",Both,Neither,Both,African Americans,Women
1106,"This Christmas song, first sung by Bing Crosby, became number one on the hit parade and a favorite of troops abroad in the Christmas seasons of 1942 through 1944.
",White Christmas,White Christmas,Jingle Bells,Ill be home for Christmas,Sleigh Ride
1107,"What year did George Washington win his first victory against Hessian Soldiers at Trenton New Jersey?
",1776,1775,1777,1778,1776
1108,"When did the American Civil War break out?
",1861,1863,1862,1861,1860
1109,"What year did â€œCusters Last Stand (Battle of the Little Bighorn) take place?
",1876,1868,1876,1877,1875
1110,"What year did the Wright Brothers fly at Kitty Hawk, North Carolina?
",1903,1904,1901,1903,1900
1111,"What year marks Halleys Comet first appearance in the 20th century?
",1910,1905,1909,1920,1910
1112,"What year did Franklin D. Roosevelt and Adolph Hitler come to power?
",1933,1933,1932,1938,1930
1113,"The Hindenburg Disaster in Lakehurst, New Jersey took place in the same year that the fabric Nylon was invented. What year was that?
",1937,1940,1935,1936,1937
1114,"When did the Cuban Missile Crisis start?
",1962,1962,1964,1958,1960
1115,"What year was Ronald Reagan elected President of the United States for the first time?
",1980,1988,1980,1984,1976
1116,"What year did Rita Hayworth, Fred Astaire and Liberace die?
",1987,1987,1986,1985,1990
1117,"On October 13th, 1941, former Axis power, Italy, declared war on Germany.
",False,True,False,,
1118,"October 13th 1582 does not exist in Poland.
",True,False,True,,
1119,"This Sound of Silence singer was born on October 13th in 1941.
",Paul Simon,Art Garfunkel,Sonny Bono,Paul Simon,Bob Dylan
1120,"On October 13th, 1971, Major League Baseball history was made when the first night game of a World Series was played between the Pittsburgh Pirates and this team.
",Baltimore Orioles,Boston Red Sox,Baltimore Orioles,Texas Rangers,Houston Astros
